0
6.82
8.94
""
4.965
6.31
5.848
2.756
4.55
4.707
7.953
8.48
""
6.03
3.148
3.803
5.31
6.94
2.367
2.799
2.895
4.297
5.24
3.844
5.66
2.19
2.455
2.496
6.383
6.12
2.03
8.05
2.145
4.707
1.47
6.176
2.91
6.0
6.61
2.664
3.736
5.42
2.68
4.906
2.88
1.758
2.346
2.348
3.518
6.1
6.42
2.209
2.775
5.348
4.12
2.115
1.987
2.758
4.105
2.854
1.839
4.914
2.354
2.23
1.975
1.873
2.314
2.225
2.17
3.543
2.336
1.433
2.041
2.578
1.338
2.541
1.789
2.498
2.06
3.871
1.654
1.783
2.281
2.824
1.602
2.125
1.889
